Rec_Session_Id,Trial_Nr,Trial_Id,Task_Name,Condition_Id,Frequency,question_answer,trial_end,trial_number,trial_start,list,question_accuracy,sub
1326379,13,2,sentence_DC,1,,1,1747152967002,18,1747152964703,C,1,25
1326379,13,2,sentence,1,high,0,1747153362394,58,1747153358860,C,1,25
1326379,14,4,sentence_DC,1,,1,1747152971530,19,1747152969556,C,1,25
1326379,14,6,sentence,1,high,0,1747153368722,59,1747153365726,C,1,25
1326379,15,18,sentence,1,high,1,1747153374787,60,1747153371296,C,1,25
1326379,15,8,sentence_DC,1,,0,1747152975418,20,1747152973623,C,1,25
1326379,16,6,sentence_DC,1,,0,1747152995642,21,1747152993658,C,1,25
1326379,16,20,sentence,1,high,1,1747153427307,61,1747153423247,C,1,25
1326379,17,16,sentence_DC,1,,1,1747153000522,22,1747152997852,C,1,25
1326379,17,50,sentence,2,low,1,1747153433818,62,1747153430387,C,1,25
1326379,18,19,sentence_DC,1,,0,1747153004866,23,1747153002598,C,1,25
1326379,18,36,sentence,2,low,1,1747153441019,63,1747153437611,C,1,25
1326379,19,13,sentence_DC,1,,0,1747153010090,24,1747153007489,C,1,25
1326379,19,42,sentence,2,low,1,1747153447509,64,1747153444180,C,1,25
1326379,20,45,sentence,2,low,0,1747153454330,65,1747153451071,C,1,25
1326379,20,24,sentence_DC,2,,1,1747153014066,25,1747153012240,C,1,25
1326379,21,48,sentence,2,low,1,1747153477587,66,1747153473852,C,1,25
1326379,21,23,sentence_DC,2,,1,1747153034330,26,1747153032918,C,1,25
1326379,22,52,sentence,2,low,0,1747153484690,67,1747153479894,C,1,25
1326379,22,18,sentence_DC,1,,1,1747153037970,27,1747153036069,C,1,25
1326379,23,55,sentence,2,low,1,1747153492042,68,1747153487918,C,1,25
1326379,23,17,sentence_DC,1,,0,1747153042002,28,1747153039972,C,1,25
1326379,24,31,sentence_DC,2,,1,1747153045506,29,1747153044003,C,1,25
1326379,24,4,sentence,1,high,0,1747153498458,69,1747153494403,C,1,25
1326379,25,26,sentence,1,high,0,1747153504122,70,1747153500869,C,1,25
1326379,25,29,sentence_DC,2,,0,1747153049346,30,1747153047669,C,1,25
1326379,26,33,sentence_DC,2,,1,1747153095586,31,1747153093147,C,1,25
1326379,26,53,sentence,2,low,1,1747153527459,71,1747153523451,C,1,25
1326379,27,27,sentence,1,high,0,1747153534165,72,1747153530444,C,1,25
1326379,27,36,sentence_DC,2,,1,1747153098770,32,1747153097164,C,1,25
1326379,28,39,sentence_DC,2,,0,1747153102051,33,1747153100358,C,1,25
1326379,28,23,sentence,1,high,1,1747153540387,73,1747153537044,C,1,25
1326379,29,35,sentence,2,low,1,1747153548498,74,1747153544462,C,1,25
1326379,29,7,sentence_DC,1,,1,1747153105562,34,1747153104316,C,1,25
1326379,30,12,sentence_DC,1,,0,1747153109402,35,1747153107708,C,1,25
1326379,30,5,sentence,1,high,0,1747153553058,75,1747153550359,C,1,25
1326379,31,30,sentence_DC,2,,1,1747153135531,36,1747153133757,C,1,25
1326379,31,39,sentence,2,low,1,1747153624162,76,1747153620142,C,1,25
1326379,32,32,sentence_DC,2,,1,1747153138747,37,1747153137097,C,1,25
1326379,32,43,sentence,2,low,0,1747153630146,77,1747153626997,C,1,25
1326379,33,21,sentence_DC,2,,0,1747153143570,38,1747153141600,C,1,25
1326379,33,22,sentence,1,high,1,1747153637410,78,1747153633100,C,1,25
1326379,34,14,sentence_DC,1,,1,1747153146805,39,1747153145248,C,1,25
1326379,34,56,sentence,2,low,1,1747153643962,79,1747153640307,C,1,25
1326379,35,34,sentence_DC,2,,1,1747153150098,40,1747153148424,C,1,25
1326379,35,24,sentence,1,high,0,1747153648971,80,1747153645839,C,1,25
1326379,36,32,sentence,2,low,0,1747153670370,81,1747153667808,C,1,25
1326379,36,15,sentence_DC,1,,0,1747153170003,41,1747153168338,C,1,25
1326379,37,46,sentence,2,low,0,1747153675642,82,1747153672635,C,1,25
1326379,37,38,sentence_DC,2,,0,1747153174203,42,1747153172562,C,1,25
1326379,38,8,sentence,1,high,0,1747153681794,83,1747153678141,C,1,25
1326379,38,25,sentence_DC,2,,0,1747153178394,43,1747153176562,C,1,25
1326379,39,27,sentence_DC,2,,0,1747153182498,44,1747153180508,C,1,25
1326379,39,19,sentence,1,high,1,1747153686666,84,1747153683971,C,1,25
1326379,40,26,sentence_DC,2,,1,1747153186530,45,1747153184732,C,1,25
1326379,40,38,sentence,2,low,1,1747153691763,85,1747153689043,C,1,25
1326379,41,58,sentence,2,low,0,1747153714412,86,1747153710293,C,1,25
1326379,42,12,sentence,1,high,0,1747153720083,87,1747153716582,C,1,25
1326379,43,9,sentence,1,high,0,1747153726406,88,1747153722624,C,1,25
1326379,44,28,sentence,1,high,0,1747153731995,89,1747153728624,C,1,25
1326379,45,30,sentence,1,high,0,1747153742426,90,1747153736987,C,1,25
1326379,46,51,sentence,2,low,1,1747153793834,91,1747153790755,C,1,25
1326379,47,44,sentence,2,low,1,1747153799554,92,1747153796991,C,1,25
1326379,48,14,sentence,1,high,1,1747153804330,93,1747153802045,C,0,25
1326379,49,3,sentence,1,high,1,1747153814755,94,1747153810839,C,1,25
1326379,50,34,sentence,2,low,1,1747153821122,95,1747153818014,C,1,25
1326379,51,17,sentence,1,high,0,1747153842890,96,1747153839238,C,1,25
1326379,52,29,sentence,1,high,1,1747153850171,97,1747153845323,C,0,25
1326379,53,41,sentence,2,low,1,1747153859851,98,1747153854862,C,1,25
1326379,54,11,sentence,1,high,0,1747153865251,99,1747153862189,C,1,25
1326379,55,54,sentence,2,low,0,1747153871891,100,1747153867904,C,1,25
1326379,56,60,sentence,2,low,0,1747153893538,101,1747153889788,C,0,25
1326379,57,49,sentence,2,low,0,1747153902826,102,1747153897824,C,1,25
1326379,58,7,sentence,1,high,1,1747153908442,103,1747153905238,C,1,25
1326379,59,25,sentence,1,high,1,1747153914420,104,1747153910836,C,1,25
1326379,60,21,sentence,1,high,0,1747153920788,105,1747153916868,C,1,25
1337893,1,28,sentence,1,high,0,1747750865204,46,1747750862327,C,1,26
1337893,1,25,sentence_DC,2,,0,1747750426044,6,1747750419686,C,1,26
1337893,2,2,sentence,1,high,0,1747750870780,47,1747750866928,C,1,26
1337893,2,2,sentence_DC,1,,1,1747750430340,7,1747750427886,C,1,26
1337893,3,34,sentence,2,low,1,1747750877268,48,1747750872618,C,1,26
1337893,3,24,sentence_DC,2,,1,1747750435036,8,1747750432425,C,1,26
1337893,4,26,sentence_DC,2,,1,1747750439300,9,1747750436722,C,1,26
1337893,4,38,sentence,2,low,1,1747750883219,49,1747750879587,C,1,26
1337893,5,43,sentence,2,low,0,1747750888468,50,1747750884715,C,1,26
1337893,5,1,sentence_DC,1,,0,1747750443868,10,1747750440710,C,1,26
1337893,6,7,sentence,1,high,1,1747750913108,51,1747750909365,C,1,26
1337893,6,38,sentence_DC,2,,1,1747750463668,11,1747750461551,C,0,26
1337893,7,35,sentence_DC,2,,0,1747750469516,12,1747750466340,C,1,26
1337893,7,20,sentence,1,high,1,1747750919076,52,1747750916272,C,1,26
1337893,8,52,sentence,2,low,0,1747750925052,53,1747750921944,C,1,26
1337893,8,34,sentence_DC,2,,1,1747750474364,13,1747750471182,C,1,26
1337893,9,19,sentence_DC,1,,0,1747750478188,14,1747750476163,C,1,26
1337893,9,15,sentence,1,high,1,1747750930532,54,1747750927738,C,1,26
1337893,10,21,sentence_DC,2,,0,1747750481924,15,1747750480091,C,1,26
1337893,10,36,sentence,2,low,1,1747750934924,55,1747750932719,C,1,26
1337893,11,4,sentence_DC,1,,1,1747750527701,16,1747750525944,C,1,26
1337893,11,48,sentence,2,low,1,1747750960107,56,1747750953428,C,1,26
1337893,12,44,sentence,2,low,1,1747750966052,57,1747750962507,C,1,26
1337893,12,13,sentence_DC,1,,0,1747750532181,17,1747750529774,C,1,26
1337893,13,9,sentence_DC,1,,0,1747750535508,18,1747750533780,C,1,26
1337893,13,30,sentence,1,high,1,1747750973373,58,1747750967859,C,0,26
1337893,14,3,sentence_DC,1,,0,1747750539347,19,1747750537785,C,1,26
1337893,14,5,sentence,1,high,0,1747750979244,59,1747750975052,C,1,26
1337893,15,27,sentence,1,high,0,1747750984739,60,1747750981506,C,1,26
1337893,15,18,sentence_DC,1,,1,1747750541948,20,1747750540761,C,1,26
1337893,16,7,sentence_DC,1,,1,1747750563851,21,1747750562003,C,1,26
1337893,16,32,sentence,2,low,0,1747751040804,61,1747751037787,C,1,26
1337893,17,37,sentence_DC,2,,1,1747750566772,22,1747750565367,C,1,26
1337893,17,12,sentence,1,high,0,1747751045494,62,1747751042745,C,1,26
1337893,18,32,sentence_DC,2,,1,1747750570908,23,1747750567639,C,1,26
1337893,18,42,sentence,2,low,1,1747751050004,63,1747751047113,C,1,26
1337893,19,40,sentence_DC,2,,1,1747750575339,24,1747750572379,C,1,26
1337893,19,13,sentence,1,high,1,1747751055118,64,1747751051789,C,1,26
1337893,20,23,sentence,1,high,1,1747751061756,65,1747751057119,C,1,26
1337893,20,39,sentence_DC,2,,0,1747750580404,25,1747750576906,C,1,26
1337893,21,3,sentence,1,high,1,1747751083403,66,1747751080997,C,1,26
1337893,21,36,sentence_DC,2,,1,1747750601939,26,1747750599960,C,1,26
1337893,22,51,sentence,2,low,1,1747751091796,67,1747751088373,C,1,26
1337893,22,8,sentence_DC,1,,0,1747750605484,27,1747750603668,C,1,26
1337893,23,16,sentence,1,high,1,1747751100755,68,1747751097161,C,1,26
1337893,23,33,sentence_DC,2,,1,1747750609436,28,1747750607135,C,1,26
1337893,24,22,sentence_DC,2,,1,1747750614788,29,1747750612814,C,1,26
1337893,24,31,sentence,2,low,1,1747751107383,69,1747751103536,C,0,26
1337893,25,19,sentence,1,high,1,1747751121716,70,1747751113524,C,1,26
1337893,25,29,sentence_DC,2,,0,1747750619380,30,1747750617286,C,1,26
1337893,26,28,sentence_DC,2,,1,1747750665836,31,1747750663364,C,1,26
1337893,26,47,sentence,2,low,0,1747751270691,71,1747751266847,C,1,26
1337893,27,26,sentence,1,high,0,1747751279628,72,1747751275477,C,1,26
1337893,27,5,sentence_DC,1,,1,1747750671228,32,1747750668358,C,1,26
1337893,28,11,sentence_DC,1,,0,1747750676028,33,1747750673353,C,1,26
1337893,28,21,sentence,1,high,0,1747751285595,73,1747751281816,C,1,26
1337893,29,60,sentence,2,low,1,1747751291539,74,1747751287797,C,1,26
1337893,29,6,sentence_DC,1,,0,1747750679603,34,1747750677854,C,1,26
1337893,30,20,sentence_DC,1,,0,1747750683747,35,1747750681387,C,1,26
1337893,30,14,sentence,1,high,0,1747751298420,75,1747751295670,C,1,26
1337893,31,14,sentence_DC,1,,1,1747750705652,36,1747750702902,C,1,26
1337893,31,39,sentence,2,low,1,1747751324708,76,1747751319900,C,1,26
1337893,32,15,sentence_DC,1,,0,1747750710300,37,1747750708744,C,1,26
1337893,32,11,sentence,1,high,0,1747751331860,77,1747751327118,C,1,26
1337893,33,31,sentence_DC,2,,1,1747750714028,38,1747750712786,C,1,26
1337893,33,45,sentence,2,low,0,1747751337523,78,1747751334276,C,1,26
1337893,34,16,sentence_DC,1,,1,1747750721540,39,1747750718914,C,1,26
1337893,34,35,sentence,2,low,1,1747751344043,79,1747751339359,C,1,26
1337893,35,10,sentence_DC,1,,0,1747750724843,40,1747750723241,C,1,26
1337893,35,22,sentence,1,high,1,1747751347876,80,1747751345311,C,1,26
1337893,36,25,sentence,1,high,1,1747751368892,81,1747751365093,C,1,26
1337893,36,30,sentence_DC,2,,1,1747750747956,41,1747750744726,C,1,26
1337893,37,18,sentence,1,high,1,1747751374179,82,1747751370522,C,1,26
1337893,37,23,sentence_DC,2,,1,1747750752323,42,1747750750767,C,1,26
1337893,38,1,sentence,1,high,1,1747751379300,83,1747751376080,C,1,26
1337893,38,17,sentence_DC,1,,0,1747750755955,43,1747750754149,C,1,26
1337893,39,27,sentence_DC,2,,0,1747750759812,44,1747750757803,C,1,26
1337893,39,41,sentence,2,low,1,1747751385300,84,1747751381243,C,1,26
1337893,40,12,sentence_DC,1,,0,1747750763181,45,1747750762052,C,1,26
1337893,40,17,sentence,1,high,0,1747751391515,85,1747751387431,C,1,26
1337893,41,8,sentence,1,high,0,1747751411933,86,1747751408794,C,1,26
1337893,42,40,sentence,2,low,1,1747751416851,87,1747751413867,C,1,26
1337893,43,37,sentence,2,low,0,1747751422796,88,1747751419291,C,1,26
1337893,44,49,sentence,2,low,0,1747751430060,89,1747751424945,C,1,26
1337893,45,29,sentence,1,high,0,1747751437892,90,1747751432612,C,1,26
1337893,46,57,sentence,2,low,0,1747751521908,91,1747751517638,C,1,26
1337893,47,54,sentence,2,low,0,1747751527940,92,1747751524159,C,1,26
1337893,48,53,sentence,2,low,1,1747751533675,93,1747751529298,C,1,26
1337893,49,55,sentence,2,low,1,1747751539780,94,1747751536348,C,1,26
1337893,50,6,sentence,1,high,0,1747751545147,95,1747751541735,C,1,26
1337893,51,59,sentence,2,low,1,1747751569836,96,1747751563679,C,1,26
1337893,52,56,sentence,2,low,1,1747751576580,97,1747751572207,C,1,26
1337893,53,46,sentence,2,low,0,1747751582483,98,1747751578982,C,1,26
1337893,54,24,sentence,1,high,0,1747751587203,99,1747751584236,C,1,26
1337893,55,9,sentence,1,high,0,1747751594940,100,1747751589309,C,1,26
1337893,56,58,sentence,2,low,0,1747751618179,101,1747751614261,C,1,26
1337893,57,50,sentence,2,low,1,1747751624019,102,1747751620838,C,1,26
1337893,58,4,sentence,1,high,0,1747751629596,103,1747751627133,C,1,26
1337893,59,33,sentence,2,low,1,1747751636963,104,1747751632309,C,1,26
1337893,60,10,sentence,1,high,1,1747751643572,105,1747751639229,C,0,26
1337531,1,21,sentence,1,high,0,1747743660148,46,1747743656088,C,1,27
1337531,1,29,sentence_DC,2,,0,1747743280516,6,1747743278784,C,1,27
1337531,2,32,sentence,2,low,0,1747743665045,47,1747743662125,C,1,27
1337531,2,10,sentence_DC,1,,0,1747743284452,7,1747743282749,C,1,27
1337531,3,44,sentence,2,low,1,1747743670820,48,1747743667282,C,1,27
1337531,3,13,sentence_DC,1,,0,1747743288388,8,1747743286784,C,1,27
1337531,4,24,sentence_DC,2,,1,1747743291268,9,1747743290057,C,1,27
1337531,4,7,sentence,1,high,1,1747743675860,49,1747743672785,C,1,27
1337531,5,38,sentence,2,low,1,1747743680676,50,1747743677863,C,1,27
1337531,5,15,sentence_DC,1,,0,1747743294933,10,1747743293445,C,1,27
1337531,6,12,sentence,1,high,0,1747743702188,51,1747743698978,C,1,27
1337531,6,5,sentence_DC,1,,1,1747743315036,11,1747743313553,C,1,27
1337531,7,12,sentence_DC,1,,0,1747743318308,12,1747743317118,C,1,27
1337531,7,40,sentence,2,low,1,1747743709597,52,1747743704511,C,1,27
1337531,8,16,sentence,1,high,1,1747743717108,53,1747743712238,C,1,27
1337531,8,9,sentence_DC,1,,0,1747743321684,13,1747743319783,C,1,27
1337531,9,31,sentence_DC,2,,1,1747743325124,14,1747743323734,C,1,27
1337531,9,45,sentence,2,low,0,1747743724614,54,1747743719669,C,1,27
1337531,10,34,sentence_DC,2,,1,1747743328268,15,1747743327007,C,1,27
1337531,10,8,sentence,1,high,0,1747743729420,55,1747743726797,C,1,27
1337531,11,2,sentence_DC,1,,1,1747743405245,16,1747743403405,C,1,27
1337531,11,22,sentence,1,high,1,1747743751397,56,1747743748279,C,1,27
1337531,12,47,sentence,2,low,0,1747743758997,57,1747743755497,C,1,27
1337531,12,21,sentence_DC,2,,0,1747743408932,17,1747743407599,C,1,27
1337531,13,4,sentence_DC,1,,1,1747743412036,18,1747743410696,C,1,27
1337531,13,34,sentence,2,low,1,1747743763644,58,1747743760921,C,1,27
1337531,14,16,sentence_DC,1,,1,1747743415556,19,1747743414368,C,1,27
1337531,14,17,sentence,1,high,0,1747743768061,59,1747743765746,C,1,27
1337531,15,58,sentence,2,low,0,1747743773700,60,1747743769971,C,1,27
1337531,15,32,sentence_DC,2,,1,1747743418972,20,1747743417478,C,1,27
1337531,16,6,sentence_DC,1,,0,1747743441100,21,1747743439470,C,1,27
1337531,16,11,sentence,1,high,0,1747743831428,61,1747743828137,C,1,27
1337531,17,30,sentence_DC,2,,1,1747743444476,22,1747743442949,C,1,27
1337531,17,2,sentence,1,high,0,1747743836717,62,1747743833737,C,1,27
1337531,18,22,sentence_DC,2,,1,1747743447716,23,1747743446373,C,1,27
1337531,18,3,sentence,1,high,1,1747743843685,63,1747743841397,C,1,27
1337531,19,28,sentence_DC,2,,1,1747743451476,24,1747743450174,C,1,27
1337531,19,9,sentence,1,high,0,1747743851860,64,1747743847373,C,1,27
1337531,20,39,sentence,2,low,1,1747743857108,65,1747743854349,C,1,27
1337531,20,3,sentence_DC,1,,0,1747743455420,25,1747743454118,C,1,27
1337531,21,30,sentence,1,high,0,1747743878820,66,1747743875529,C,1,27
1337531,21,8,sentence_DC,1,,0,1747743474525,26,1747743473057,C,1,27
1337531,22,42,sentence,2,low,1,1747743883700,67,1747743881021,C,1,27
1337531,22,37,sentence_DC,2,,1,1747743477436,27,1747743476470,C,1,27
1337531,23,50,sentence,2,low,1,1747743889068,68,1747743886517,C,1,27
1337531,23,35,sentence_DC,2,,0,1747743480564,28,1747743479463,C,1,27
1337531,24,39,sentence_DC,2,,0,1747743483557,29,1747743482366,C,1,27
1337531,24,28,sentence,1,high,0,1747743895676,69,1747743892014,C,1,27
1337531,25,14,sentence,1,high,0,1747743900476,70,1747743898159,C,1,27
1337531,25,11,sentence_DC,1,,0,1747743486892,30,1747743485609,C,1,27
1337531,26,36,sentence_DC,2,,1,1747743534860,31,1747743533414,C,1,27
1337531,26,1,sentence,1,high,1,1747743922060,71,1747743919322,C,1,27
1337531,27,20,sentence,1,high,1,1747743927884,72,1747743924382,C,1,27
1337531,27,7,sentence_DC,1,,1,1747743538046,32,1747743536789,C,1,27
1337531,28,25,sentence_DC,2,,0,1747743540916,33,1747743539825,C,1,27
1337531,28,53,sentence,2,low,1,1747743934564,73,1747743929807,C,1,27
1337531,29,6,sentence,1,high,0,1747743942228,74,1747743936631,C,1,27
1337531,29,27,sentence_DC,2,,0,1747743544044,34,1747743542752,C,1,27
1337531,30,18,sentence_DC,1,,1,1747743547252,35,1747743545704,C,1,27
1337531,30,48,sentence,2,low,1,1747743947964,75,1747743944097,C,1,27
1337531,31,1,sentence_DC,1,,0,1747743565949,36,1747743564655,C,1,27
1337531,31,52,sentence,2,low,0,1747743998476,76,1747743994713,C,1,27
1337531,32,23,sentence_DC,2,,1,1747743568420,37,1747743567606,C,1,27
1337531,32,25,sentence,1,high,1,1747744003684,77,1747744000749,C,1,27
1337531,33,14,sentence_DC,1,,1,1747743571381,38,1747743570073,C,1,27
1337531,33,37,sentence,2,low,0,1747744007900,78,1747744005689,C,1,27
1337531,34,40,sentence_DC,2,,1,1747743574020,39,1747743572951,C,1,27
1337531,34,4,sentence,1,high,0,1747744014148,79,1747744010743,C,1,27
1337531,35,38,sentence_DC,2,,0,1747743577084,40,1747743575861,C,1,27
1337531,35,5,sentence,1,high,0,1747744019436,80,1747744016016,C,1,27
1337531,36,35,sentence,2,low,1,1747744042068,81,1747744038391,C,1,27
1337531,36,19,sentence_DC,1,,0,1747743596396,41,1747743595024,C,1,27
1337531,37,41,sentence,2,low,1,1747744048380,82,1747744044512,C,1,27
1337531,37,20,sentence_DC,1,,0,1747743599679,42,1747743598363,C,1,27
1337531,38,51,sentence,2,low,1,1747744052892,83,1747744050445,C,1,27
1337531,38,17,sentence_DC,1,,0,1747743602668,43,1747743601805,C,1,27
1337531,39,33,sentence_DC,2,,1,1747743605508,44,1747743603829,C,1,27
1337531,39,10,sentence,1,high,0,1747744058628,84,1747744055336,C,1,27
1337531,40,26,sentence_DC,2,,1,1747743609020,45,1747743607859,C,1,27
1337531,40,36,sentence,2,low,1,1747744064252,85,1747744061973,C,1,27
1337531,41,29,sentence,1,high,1,1747744085556,86,1747744081784,C,0,27
1337531,42,19,sentence,1,high,1,1747744096540,87,1747744093232,C,1,27
1337531,43,46,sentence,2,low,0,1747744102452,88,1747744098286,C,1,27
1337531,44,60,sentence,2,low,1,1747744107444,89,1747744104013,C,1,27
1337531,45,24,sentence,1,high,0,1747744112620,90,1747744109189,C,1,27
1337531,46,33,sentence,2,low,1,1747744167716,91,1747744165185,C,1,27
1337531,47,26,sentence,1,high,0,1747744172493,92,1747744169478,C,1,27
1337531,48,31,sentence,2,low,0,1747744177501,93,1747744174791,C,1,27
1337531,49,54,sentence,2,low,0,1747744184460,94,1747744180094,C,1,27
1337531,50,55,sentence,2,low,1,1747744189084,95,1747744186421,C,1,27
1337531,51,23,sentence,1,high,1,1747744210028,96,1747744207022,C,1,27
1337531,52,43,sentence,2,low,0,1747744215628,97,1747744212021,C,1,27
1337531,53,13,sentence,1,high,1,1747744223020,98,1747744217846,C,1,27
1337531,54,59,sentence,2,low,1,1747744226916,99,1747744224590,C,1,27
1337531,55,15,sentence,1,high,1,1747744231692,100,1747744228489,C,1,27
1337531,56,27,sentence,1,high,0,1747744254500,101,1747744251249,C,1,27
1337531,57,18,sentence,1,high,1,1747744261028,102,1747744256589,C,1,27
1337531,58,57,sentence,2,low,0,1747744266468,103,1747744262638,C,1,27
1337531,59,49,sentence,2,low,0,1747744272886,104,1747744268800,C,1,27
1337531,60,56,sentence,2,low,1,1747744277781,105,1747744274982,C,1,27
1338025,1,22,sentence,1,high,1,1747754501155,46,1747754498359,C,1,28
1338025,1,1,sentence_DC,1,,0,1747753983995,6,1747753978550,C,1,28
1338025,2,1,sentence,1,high,1,1747754506019,47,1747754503729,C,1,28
1338025,2,26,sentence_DC,2,,1,1747753991843,7,1747753988108,C,1,28
1338025,3,34,sentence,2,low,1,1747754510363,48,1747754508256,C,1,28
1338025,3,2,sentence_DC,1,,1,1747753999236,8,1747753994685,C,1,28
1338025,4,11,sentence_DC,1,,0,1747754004707,9,1747754001762,C,1,28
1338025,4,48,sentence,2,low,1,1747754515444,49,1747754512462,C,1,28
1338025,5,30,sentence,1,high,0,1747754520627,50,1747754517989,C,1,28
1338025,5,4,sentence_DC,1,,1,1747754009819,10,1747754007089,C,1,28
1338025,6,23,sentence,1,high,1,1747754541435,51,1747754539128,C,1,28
1338025,6,5,sentence_DC,1,,1,1747754031707,11,1747754029246,C,1,28
1338025,7,23,sentence_DC,2,,1,1747754035875,12,1747754033676,C,1,28
1338025,7,51,sentence,2,low,1,1747754546427,52,1747754544191,C,1,28
1338025,8,46,sentence,2,low,0,1747754551891,53,1747754548750,C,1,28
1338025,8,33,sentence_DC,2,,1,1747754041123,13,1747754038300,C,1,28
1338025,9,39,sentence_DC,2,,0,1747754046027,14,1747754043676,C,1,28
1338025,9,44,sentence,2,low,1,1747754557372,54,1747754554958,C,1,28
1338025,10,37,sentence_DC,2,,1,1747754052004,15,1747754049482,C,1,28
1338025,10,2,sentence,1,high,0,1747754562717,55,1747754559964,C,1,28
1338025,11,36,sentence_DC,2,,1,1747754112547,16,1747754109977,C,1,28
1338025,11,52,sentence,2,low,0,1747754583675,56,1747754580921,C,1,28
1338025,12,24,sentence,1,high,0,1747754589091,57,1747754586430,C,1,28
1338025,12,6,sentence_DC,1,,0,1747754117572,17,1747754115057,C,1,28
1338025,13,8,sentence_DC,1,,0,1747754122515,18,1747754120086,C,1,28
1338025,13,45,sentence,2,low,0,1747754593363,58,1747754591175,C,1,28
1338025,14,24,sentence_DC,2,,1,1747754128371,19,1747754125081,C,1,28
1338025,14,49,sentence,2,low,0,1747754598771,59,1747754595720,C,1,28
1338025,15,27,sentence,1,high,0,1747754603076,60,1747754600526,C,1,28
1338025,15,35,sentence_DC,2,,0,1747754133835,20,1747754131425,C,1,28
1338025,16,15,sentence_DC,1,,0,1747754155979,21,1747754152776,C,1,28
1338025,16,5,sentence,1,high,0,1747754666219,61,1747754664330,C,1,28
1338025,17,9,sentence_DC,1,,0,1747754161235,22,1747754159036,C,1,28
1338025,17,13,sentence,1,high,1,1747754670452,62,1747754668037,C,1,28
1338025,18,12,sentence_DC,1,,0,1747754167132,23,1747754164214,C,1,28
1338025,18,56,sentence,2,low,1,1747754675044,63,1747754672540,C,1,28
1338025,19,31,sentence_DC,2,,1,1747754173179,24,1747754170605,C,1,28
1338025,19,60,sentence,2,low,1,1747754679475,64,1747754677255,C,1,28
1338025,20,6,sentence,1,high,0,1747754684691,65,1747754681516,C,1,28
1338025,20,10,sentence_DC,1,,0,1747754178307,25,1747754175308,C,1,28
1338025,21,9,sentence,1,high,0,1747754706981,66,1747754703855,C,1,28
1338025,21,3,sentence_DC,1,,0,1747754199997,26,1747754197520,C,1,28
1338025,22,10,sentence,1,high,0,1747754711587,67,1747754709097,C,1,28
1338025,22,17,sentence_DC,1,,0,1747754207579,27,1747754202580,C,1,28
1338025,23,17,sentence,1,high,0,1747754717492,68,1747754714096,C,1,28
1338025,23,20,sentence_DC,1,,0,1747754212899,28,1747754209641,C,1,28
1338025,24,29,sentence_DC,2,,0,1747754217603,29,1747754215800,C,1,28
1338025,24,11,sentence,1,high,0,1747754722844,69,1747754720030,C,1,28
1338025,25,18,sentence,1,high,1,1747754727859,70,1747754724684,C,1,28
1338025,25,21,sentence_DC,2,,0,1747754223123,30,1747754220672,C,1,28
1338025,26,7,sentence_DC,1,,1,1747754357091,31,1747754354782,C,1,28
1338025,26,29,sentence,1,high,0,1747754752059,71,1747754748598,C,1,28
1338025,27,20,sentence,1,high,1,1747754758123,72,1747754755612,C,1,28
1338025,27,19,sentence_DC,1,,1,1747754361443,32,1747754359533,C,0,28
1338025,28,30,sentence_DC,2,,1,1747754365747,33,1747754363951,C,1,28
1338025,28,55,sentence,2,low,1,1747754763059,73,1747754760647,C,1,28
1338025,29,31,sentence,2,low,0,1747754768523,74,1747754765465,C,1,28
1338025,29,14,sentence_DC,1,,1,1747754370459,34,1747754368254,C,1,28
1338025,30,40,sentence_DC,2,,1,1747754374075,35,1747754372327,C,1,28
1338025,30,21,sentence,1,high,0,1747754774211,75,1747754771313,C,1,28
1338025,31,16,sentence_DC,1,,1,1747754394235,36,1747754392485,C,1,28
1338025,31,7,sentence,1,high,1,1747754821995,76,1747754819484,C,1,28
1338025,32,22,sentence_DC,2,,1,1747754398404,37,1747754396271,C,1,28
1338025,32,35,sentence,2,low,1,1747754827147,77,1747754824581,C,1,28
1338025,33,34,sentence_DC,2,,1,1747754402941,38,1747754401192,C,1,28
1338025,33,41,sentence,2,low,1,1747754831283,78,1747754829078,C,1,28
1338025,34,18,sentence_DC,1,,1,1747754406867,39,1747754404885,C,1,28
1338025,34,3,sentence,1,high,1,1747754836135,79,1747754833702,C,1,28
1338025,35,25,sentence_DC,2,,0,1747754410867,40,1747754409229,C,1,28
1338025,35,42,sentence,2,low,1,1747754842901,80,1747754840193,C,1,28
1338025,36,43,sentence,2,low,0,1747754863827,81,1747754861416,C,1,28
1338025,36,38,sentence_DC,2,,0,1747754432595,41,1747754430301,C,1,28
1338025,37,36,sentence,2,low,1,1747754867787,82,1747754866006,C,1,28
1338025,37,28,sentence_DC,2,,1,1747754438771,42,1747754437149,C,1,28
1338025,38,33,sentence,2,low,1,1747754871965,83,1747754869913,C,1,28
1338025,38,13,sentence_DC,1,,0,1747754443267,43,1747754441828,C,1,28
1338025,39,32,sentence_DC,2,,1,1747754446933,44,1747754445598,C,1,28
1338025,39,26,sentence,1,high,0,1747754875859,84,1747754873828,C,1,28
1338025,40,27,sentence_DC,2,,0,1747754450811,45,1747754449270,C,1,28
1338025,40,4,sentence,1,high,0,1747754880523,85,1747754878159,C,1,28
1338025,41,40,sentence,2,low,1,1747754900516,86,1747754898173,C,1,28
1338025,42,14,sentence,1,high,0,1747754905428,87,1747754903585,C,1,28
