"","...1","...2","Trial_Nr","Trial_Id","Task_Name","sub","x","y","time","conf","el_x","el_y","el_pupil","el_time","time_start","time_diff","Freq","web_wordID","web_char","web_char_num","web_target_word","web_word_num","el_wordID","el_char","el_char_num","el_target_word","el_word_num","freq","zipf","ground_truth"
"6137",22270,22270,18,137,"Single_line_sentences",13,509.934768676757,970.939621925354,1745421337889.5,1,933.9,506.5,1281,7289696,1066.5,15.900146484375,NA,"car","c",1,NA,2,"broke","o",3,NA,3,55649,5.44,"fixation"
"6138",22271,22271,18,137,"Single_line_sentences",13,616.719131469727,967.764551639556,1745421337905.5,0.873135415065516,934.8,506.6,1278,7289712,1082.5,16,NA,"car","r",3,NA,2,"broke","o",3,NA,3,55649,5.44,"fixation"
"6139",22272,22272,18,137,"Single_line_sentences",13,618.338613510132,961.34076833725,1745421337921.5,1,934.7,508,1277,7289728,1098.5,16,NA,"car","r",3,NA,2,"broke","o",3,NA,3,55649,5.44,"fixation"
"6140",22273,22273,18,137,"Single_line_sentences",13,584.238224029541,963.10233592987,1745421337937.5,0.986290249997799,934,507.4,1269,7289744,1114.5,16,NA,"car","a",2,NA,2,"broke","o",3,NA,3,55649,5.44,"fixation"
"6141",22274,22274,18,137,"Single_line_sentences",13,645.697460174561,969.359521865844,1745421337953.7,0.985699308439614,934.2,508.7,1265,7289760,1130.69995117188,16.199951171875,NA,"car","r",3,NA,2,"broke","o",3,NA,3,55649,5.44,"fixation"
"6142",22275,22275,18,137,"Single_line_sentences",13,646.72290802002,964.165971279144,1745421337969.6,0.838407554577785,997.8,513.4,1269,7289776,1146.59985351563,15.89990234375,NA,"car","r",3,NA,2,"broke","k",4,NA,3,55649,5.44,"saccade"
"6143",22276,22276,18,137,"Single_line_sentences",13,633.87119293213,963.609724044799,1745421337985.5,1,1199.7,510.8,1262,7289792,1162.5,15.900146484375,NA,"car","r",3,NA,2,"down.",NA,0,NA,4,55649,5.44,"saccade"
"6144",22277,22277,18,137,"Single_line_sentences",13,846.284408569337,965.821323394776,1745421338017.6,1,1259,512.4,1258,7289824,1194.59985351563,32.099853515625,NA,"broke","r",2,NA,3,"down.","d",1,NA,4,8794,4.64,"pso"
"6145",22278,22278,18,137,"Single_line_sentences",13,1104.81210708618,984.516019821168,1745421338033.5,1,1264.8,513.3,1259,7289840,1210.5,15.900146484375,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6146",22279,22279,18,137,"Single_line_sentences",13,1072.64213562012,963.553977012634,1745421338050.1,1,1265.4,513.7,1260,7289856,1227.09985351563,16.599853515625,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6147",22280,22280,18,137,"Single_line_sentences",13,1101.46448135376,976.071567535402,1745421338065.7,1,1266.1,513.9,1261,7289872,1242.69995117188,15.60009765625,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6148",22281,22281,18,137,"Single_line_sentences",13,1101.65479660034,979.573202133178,1745421338081.6,1,1266.5,514,1267,7289888,1258.59985351563,15.89990234375,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6149",22282,22282,18,137,"Single_line_sentences",13,1129.35264587402,978.424916267395,1745421338097.6,1,1267.1,514.2,1270,7289904,1274.59985351563,16,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6150",22283,22283,18,137,"Single_line_sentences",13,1125.04898071289,988.935549259186,1745421338113.6,0.906871631660124,1266.6,514.4,1274,7289920,1290.59985351563,16,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6151",22284,22284,18,137,"Single_line_sentences",13,1094.34167861939,975.97262620926,1745421338129.6,1,1266.9,514.7,1274,7289936,1306.59985351563,16,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6152",22285,22285,18,137,"Single_line_sentences",13,1112.48222351074,985.987200736999,1745421338161.8,0.943893977179854,1266.4,513.4,1286,7289968,1338.80004882813,32.2001953125,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6153",22286,22286,18,137,"Single_line_sentences",13,1137.00708389282,974.77142572403,1745421338177.5,0.99790299668473,1266.5,512.7,1291,7289984,1354.5,15.699951171875,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6154",22287,22287,18,137,"Single_line_sentences",13,1126.42816543579,973.443732261657,1745421338193.7,0.910579277660598,1266.6,513.6,1297,7290000,1370.69995117188,16.199951171875,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6155",22288,22288,18,137,"Single_line_sentences",13,1065.96971511841,978.104338645934,1745421338225.7,0.943940041336279,1264.1,516.2,1306,7290032,1402.69995117188,32,NA,"broke","k",4,NA,3,"down.","d",1,NA,4,8794,4.64,"fixation"
"6156",22289,22289,18,137,"Single_line_sentences",13,1123.43879699707,975.267097949981,1745421338241.4,1,1227.5,515.7,1314,7290047,1418.39990234375,15.699951171875,NA,"broke","e",5,NA,3,"down.","d",1,NA,4,8794,4.64,"saccade"
"6157",22290,22290,18,137,"Single_line_sentences",13,1082.33596801758,978.612563610077,1745421338257.5,1,1067.7,513.2,1325,7290064,1434.5,16.10009765625,NA,"broke","e",5,NA,3,NA,NA,NA,NA,NA,8794,4.64,"saccade"
"6158",22291,22291,18,137,"Single_line_sentences",13,1108.01559448242,976.61075592041,1745421338273.6,1,956.6,516.5,1335,7290080,1450.59985351563,16.099853515625,NA,"broke","e",5,NA,3,"broke","o",3,NA,3,8794,4.64,"saccade"
"6159",22292,22292,18,137,"Single_line_sentences",13,1048.45081329346,968.94644021988,1745421338289.9,0.938316277233228,916.8,527.6,1311,7290096,1466.89990234375,16.300048828125,NA,"broke","k",4,NA,3,"broke","o",3,NA,3,8794,4.64,"saccade"
"6160",22293,22293,18,137,"Single_line_sentences",13,861.338310241699,945.294699668885,1745421338306.1,1,867,526.9,1297,7290112,1483.09985351563,16.199951171875,NA,"broke","r",2,NA,3,"broke","r",2,NA,3,8794,4.64,"saccade"
"6161",22294,22294,18,137,"Single_line_sentences",13,889.247388839722,925.381422042847,1745421338321.5,0.907009817487065,838.4,515,1314,7290128,1498.5,15.400146484375,NA,"broke","r",2,NA,3,"broke","r",2,NA,3,8794,4.64,"saccade"
"6162",22295,22295,18,137,"Single_line_sentences",13,903.529014587402,932.082653045654,1745421338337.6,0.320264344918947,815.1,503.7,1324,7290144,1514.59985351563,16.099853515625,NA,"broke","r",2,NA,3,"broke","b",1,NA,3,8794,4.64,"saccade"
"6163",22296,22296,18,137,"Single_line_sentences",13,903.529014587402,932.082653045654,1745421338353.6,0.320264344918947,793.3,495.4,1339,7290160,1530.59985351563,16,NA,"broke","r",2,NA,3,"broke","b",1,NA,3,8794,4.64,"fixation"
"6164",22297,22297,18,137,"Single_line_sentences",13,785.45265197754,929.827022552491,1745421338385.8,0.294156135850578,778.1,478.8,1362,7290192,1562.80004882813,32.2001953125,NA,"broke","b",1,NA,3,"broke","b",1,NA,3,8794,4.64,"fixation"
"6165",22298,22298,18,137,"Single_line_sentences",13,763.481998443602,937.76015996933,1745421338401.9,0.266979287211329,776.3,468.9,1373,7290208,1578.89990234375,16.099853515625,NA,"broke","b",1,NA,3,"broke","b",1,NA,3,8794,4.64,"fixation"
"6166",22299,22299,18,137,"Single_line_sentences",13,697.223739624024,937.229919433594,1745421338417.5,0.264520896440532,776.5,466.5,1376,7290224,1594.5,15.60009765625,NA,"broke",NA,0,NA,3,"broke","b",1,NA,3,8794,4.64,"fixation"
"6167",22300,22300,18,137,"Single_line_sentences",13,667.605457305907,943.181848526002,1745421338433.6,0.275506371053513,775.7,464,1377,7290240,1610.59985351563,16.099853515625,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6168",22301,22301,18,137,"Single_line_sentences",13,600.065746307374,942.339978218078,1745421338449.6,0.403705898270046,775.8,462.2,1379,7290256,1626.59985351563,16,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6169",22302,22302,18,137,"Single_line_sentences",13,651.308097839354,946.097946166992,1745421338465.6,0.403705898270046,776.1,459.7,1384,7290272,1642.59985351563,16,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6170",22303,22303,18,137,"Single_line_sentences",13,642.570648193358,945.121085643768,1745421338484.6,0.386781795611489,776.1,455.5,1383,7290291,1661.59985351563,19,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6171",22304,22304,18,137,"Single_line_sentences",13,632.808179855347,945.914161205292,1745421338497.8,0.471234812940934,775.8,456.2,1384,7290304,1674.80004882813,13.2001953125,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6172",22305,22305,18,137,"Single_line_sentences",13,608.870429992675,945.909268856049,1745421338513.5,0.623440575737176,775.7,451.4,1369,7290320,1690.5,15.699951171875,NA,"car","r",3,NA,2,"broke","b",1,NA,3,55649,5.44,"fixation"
"6173",22306,22306,19,130,"Single_line_sentences",13,378.830566406251,964.917783737182,1745421340097.4,0.958177743818076,736.4,360.3,1502,7291903,20.39990234375,NA,NA,"dog",NA,0,NA,2,"got",NA,0,NA,3,29680,5.17,"fixation"
"6174",22307,22307,19,130,"Single_line_sentences",13,279.170265197753,952.468428611755,1745421340114.9,1,735.8,360.4,1496,7291921,37.89990234375,17.5,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6175",22308,22308,19,130,"Single_line_sentences",13,307.049274444581,959.577269554138,1745421340145.5,0.804867066789302,736,362.8,1509,7291952,68.5,30.60009765625,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6176",22309,22309,19,130,"Single_line_sentences",13,306.910915374756,954.630010128022,1745421340161.6,0.984780648719337,735.5,361.4,1510,7291968,84.599853515625,16.099853515625,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6177",22310,22310,19,130,"Single_line_sentences",13,283.497962951659,942.772629261017,1745421340177.7,0.979607940960113,735.1,360.6,1505,7291984,100.699951171875,16.10009765625,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6178",22311,22311,19,130,"Single_line_sentences",13,292.82169342041,948.062353134156,1745421340193.7,0.979607940960113,734.6,358.1,1499,7292000,116.699951171875,16,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6179",22312,22312,19,130,"Single_line_sentences",13,293.963127136231,944.160833358766,1745421340210,0.913200040532023,733.9,358.8,1496,7292016,133,16.300048828125,NA,"The","e",3,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6180",22313,22313,19,130,"Single_line_sentences",13,246.602554321289,956.459040641784,1745421340241.6,0.913200040532023,734,359.7,1484,7292048,164.599853515625,31.599853515625,NA,"The","h",2,NA,1,"got",NA,0,NA,3,9418422,7.67,"fixation"
"6181",22314,22314,19,130,"Single_line_sentences",13,261.65096282959,945.441727638245,1745421340257.6,1,666.1,366.6,1463,7292064,180.599853515625,16,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"saccade"
"6182",22315,22315,19,130,"Single_line_sentences",13,267.159061431886,957.384660243989,1745421340273.5,0.91203761832865,609,384.3,1464,7292080,196.5,15.900146484375,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"saccade"
"6183",22316,22316,19,130,"Single_line_sentences",13,275.07957458496,957.869389057159,1745421340290.4,0.98163516553873,614.4,385.8,1460,7292096,213.39990234375,16.89990234375,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"pso"
"6184",22317,22317,19,130,"Single_line_sentences",13,188.811836242676,955.135016441345,1745421340305.6,0.991116365973444,611.8,387.5,1444,7292112,228.599853515625,15.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6185",22318,22318,19,130,"Single_line_sentences",13,149.184379577637,968.773791790008,1745421340321.6,1,610.5,387.1,1431,7292128,244.599853515625,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6186",22319,22319,19,130,"Single_line_sentences",13,102.468338012695,952.413067817688,1745421340337.7,1,608.5,384.8,1423,7292144,260.699951171875,16.10009765625,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6187",22320,22320,19,130,"Single_line_sentences",13,105.048408508301,955.603845119477,1745421340353.5,0.900331363785427,606.9,384.6,1414,7292160,276.5,15.800048828125,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6188",22321,22321,19,130,"Single_line_sentences",13,102.421417236328,946.539287567138,1745421340369.5,0.900331363785427,605.6,385.1,1404,7292176,292.5,16,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6189",22322,22322,19,130,"Single_line_sentences",13,124.46662902832,960.71268081665,1745421340386,1,605,384.9,1396,7292192,309,16.5,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6190",22323,22323,19,130,"Single_line_sentences",13,99.6952056884765,960.003547668456,1745421340417.4,0.900243421318826,605.5,385.1,1385,7292223,340.39990234375,31.39990234375,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6191",22324,22324,19,130,"Single_line_sentences",13,83.8267135620117,960.926978588105,1745421340433.5,1,612.2,389.5,1384,7292240,356.5,16.10009765625,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"saccade"
"6192",22325,22325,19,130,"Single_line_sentences",13,79.4892883300781,962.516541481018,1745421340465.7,0.96361114396178,659.9,429.2,1376,7292272,388.699951171875,32.199951171875,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6193",22326,22326,19,130,"Single_line_sentences",13,105.939788818359,963.868503570557,1745421340482.1,1,662,429.1,1371,7292288,405.099853515625,16.39990234375,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6194",22327,22327,19,130,"Single_line_sentences",13,208.774795532226,966.236786842346,1745421340513.6,1,663.6,427.7,1358,7292320,436.599853515625,31.5,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6195",22328,22328,19,130,"Single_line_sentences",13,173.74340057373,955.340108871461,1745421340529.5,1,664.1,427.8,1359,7292336,452.5,15.900146484375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6196",22329,22329,19,130,"Single_line_sentences",13,193.228225708008,967.848365306854,1745421340545.6,1,664.9,427.2,1356,7292352,468.599853515625,16.099853515625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6197",22330,22330,19,130,"Single_line_sentences",13,244.900932312012,965.456006526948,1745421340561.6,0.965732949618877,665.5,427.8,1353,7292368,484.599853515625,16,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6198",22331,22331,19,130,"Single_line_sentences",13,144.66007232666,957.994465827941,1745421340577.7,1,666,427,1348,7292384,500.699951171875,16.10009765625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6199",22332,22332,19,130,"Single_line_sentences",13,181.242713928223,959.611515998839,1745421340593.6,1,666.8,427,1350,7292400,516.599853515625,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6200",22333,22333,19,130,"Single_line_sentences",13,168.191242218017,963.051481246949,1745421340609.7,1,667.7,427.7,1346,7292416,532.699951171875,16.10009765625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6201",22334,22334,19,130,"Single_line_sentences",13,154.463996887207,971.661887168885,1745421340625.5,0.921087554227161,667.6,427,1340,7292432,548.5,15.800048828125,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6202",22335,22335,19,130,"Single_line_sentences",13,166.188697814941,967.284972667694,1745421340641.6,0.962557774730581,667.2,427.5,1340,7292448,564.599853515625,16.099853515625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6203",22336,22336,19,130,"Single_line_sentences",13,174.042091369629,962.224159240723,1745421340658.2,1,667.9,426.9,1337,7292464,581.199951171875,16.60009765625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6204",22337,22337,19,130,"Single_line_sentences",13,226.439552307129,967.865810394288,1745421340689.5,0.976799623387287,666.4,425.6,1329,7292496,612.5,31.300048828125,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6205",22338,22338,19,130,"Single_line_sentences",13,156.566734313965,960.922665596009,1745421340705.5,1,667.3,425.7,1332,7292512,628.5,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6206",22339,22339,19,130,"Single_line_sentences",13,165.523796081543,970.825810432435,1745421340721.5,1,666.7,426.2,1332,7292528,644.5,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6207",22340,22340,19,130,"Single_line_sentences",13,135.206851959228,960.406136512757,1745421340737.5,1,666.4,426.4,1333,7292544,660.5,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6208",22341,22341,19,130,"Single_line_sentences",13,140.493793487549,954.728951454163,1745421340754.5,0.975085971734209,666.6,426.4,1332,7292560,677.5,17,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6209",22342,22342,19,130,"Single_line_sentences",13,245.921859741211,976.708538532257,1745421340785.6,1,666.6,425.8,1332,7292592,708.599853515625,31.099853515625,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6210",22343,22343,19,130,"Single_line_sentences",13,231.074409484863,984.191708564758,1745421340801.6,1,666.6,426.5,1333,7292608,724.599853515625,16,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6211",22344,22344,19,130,"Single_line_sentences",13,184.752902984619,967.867355346679,1745421340817.5,1,665.3,425,1326,7292624,740.5,15.900146484375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6212",22345,22345,19,130,"Single_line_sentences",13,154.56916809082,961.515026092529,1745421340849.5,1,665.3,425.5,1330,7292656,772.5,32,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6213",22346,22346,19,130,"Single_line_sentences",13,171.590824127197,965.896511077882,1745421340865.6,1,665.2,426.6,1331,7292672,788.599853515625,16.099853515625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6214",22347,22347,19,130,"Single_line_sentences",13,112.936019897461,976.773040294646,1745421340882.2,1,665.6,426.3,1333,7292688,805.199951171875,16.60009765625,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6215",22348,22348,19,130,"Single_line_sentences",13,212.81925201416,962.412643432618,1745421340897.9,1,665.4,429.3,1332,7292704,820.89990234375,15.699951171875,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6216",22349,22349,19,130,"Single_line_sentences",13,161.861343383789,961.38067960739,1745421340913.6,1,665,428.3,1333,7292720,836.599853515625,15.699951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6217",22350,22350,19,130,"Single_line_sentences",13,164.546356201172,963.033328056336,1745421340929.5,1,664,431.1,1332,7292736,852.5,15.900146484375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6218",22351,22351,19,130,"Single_line_sentences",13,162.636165618896,963.782823085786,1745421340945.7,0.973948424142526,663.6,431.5,1331,7292752,868.699951171875,16.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6219",22352,22352,19,130,"Single_line_sentences",13,174.241104125976,960.294384956359,1745421340961.6,1,664.6,431.1,1335,7292768,884.599853515625,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6220",22353,22353,19,130,"Single_line_sentences",13,163.56273651123,960.40272474289,1745421340977.7,1,664,431.5,1329,7292784,900.699951171875,16.10009765625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6221",22354,22354,19,130,"Single_line_sentences",13,196.980743408203,974.578371047974,1745421340993.6,1,662.3,429.4,1330,7292800,916.599853515625,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6222",22355,22355,19,130,"Single_line_sentences",13,178.448581695557,962.359471321106,1745421341025.7,0.986012755631365,663.3,429.5,1332,7292832,948.699951171875,32.10009765625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6223",22356,22356,19,130,"Single_line_sentences",13,150.674114227295,970.385434627534,1745421341041.7,1,663.9,428.4,1337,7292848,964.699951171875,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6224",22357,22357,19,130,"Single_line_sentences",13,163.225078582764,970.298724174499,1745421341057.6,0.871354511498311,662.8,427.4,1337,7292864,980.599853515625,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6225",22358,22358,19,130,"Single_line_sentences",13,153.977966308594,964.903364181518,1745421341073.5,1,663.7,428,1342,7292880,996.5,15.900146484375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6226",22359,22359,19,130,"Single_line_sentences",13,185.473766326904,976.440746784211,1745421341089.6,1,664.4,427.8,1340,7292896,1012.59985351563,16.099853515625,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6227",22360,22360,19,130,"Single_line_sentences",13,231.575260162354,971.694138050078,1745421341105.6,1,664.9,427.6,1343,7292912,1028.59985351563,16,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6228",22361,22361,19,130,"Single_line_sentences",13,129.877510070801,961.216721534729,1745421341121.4,1,665.2,428.5,1346,7292927,1044.39990234375,15.800048828125,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6229",22362,22362,19,130,"Single_line_sentences",13,191.947803497315,973.354640007019,1745421341137.6,1,664.9,428.5,1348,7292944,1060.59985351562,16.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6230",22363,22363,19,130,"Single_line_sentences",13,222.001819610596,965.12088060379,1745421341169.4,0.99609123257555,668.1,428.7,1353,7292975,1092.39990234375,31.800048828125,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6231",22364,22364,19,130,"Single_line_sentences",13,197.658805847168,980.198199748992,1745421341185.6,0.987820340302845,668.5,428,1350,7292992,1108.59985351563,16.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6232",22365,22365,19,130,"Single_line_sentences",13,204.759864807129,960.554323196412,1745421341217.5,1,668.9,425.8,1352,7293024,1140.5,31.900146484375,NA,"The","h",2,NA,1,"dog","g",3,NA,2,9418422,7.67,"saccade"
"6233",22366,22366,19,130,"Single_line_sentences",13,195.275630950928,972.141144275666,1745421341233.5,1,634.8,443,1363,7293040,1156.5,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"saccade"
"6234",22367,22367,19,130,"Single_line_sentences",13,186.097240447998,967.789142131805,1745421341249.7,1,637,443.2,1363,7293056,1172.69995117188,16.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"pso"
"6235",22368,22368,19,130,"Single_line_sentences",13,171.418418884277,969.768226146698,1745421341265.6,1,638.4,442.5,1369,7293072,1188.59985351563,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6236",22369,22369,19,130,"Single_line_sentences",13,124.642524719238,951.222553253174,1745421341281.5,1,638.7,441.2,1372,7293088,1204.5,15.900146484375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6237",22370,22370,19,130,"Single_line_sentences",13,107.801628112793,955.67285299301,1745421341297.6,1,639.1,439.6,1373,7293104,1220.59985351563,16.099853515625,NA,NA,NA,NA,NA,NA,"dog","g",3,NA,2,NA,NA,"fixation"
"6238",22371,22371,19,130,"Single_line_sentences",13,176.267395019531,972.174489498139,1745421341313.6,1,637.9,439.7,1376,7293120,1236.59985351563,16,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6239",22372,22372,19,130,"Single_line_sentences",13,141.081447601318,972.44080066681,1745421341329.8,1,638.7,440.3,1381,7293136,1252.80004882813,16.2001953125,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6240",22373,22373,19,130,"Single_line_sentences",13,178.921852111816,979.479088783265,1745421341345.5,1,637.3,442.2,1394,7293152,1268.5,15.699951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6241",22374,22374,19,130,"Single_line_sentences",13,158.761253356934,970.41182756424,1745421341361.7,0.984765566811843,636.7,441.8,1406,7293168,1284.69995117188,16.199951171875,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6242",22375,22375,19,130,"Single_line_sentences",13,138.375720977783,971.393065452576,1745421341377.6,1,637.8,441.9,1414,7293184,1300.59985351563,15.89990234375,NA,"The","T",1,NA,1,"dog","g",3,NA,2,9418422,7.67,"fixation"
"6243",22376,22376,19,130,"Single_line_sentences",13,186.443767547607,967.480924129486,1745421341393.5,1,588.7,458.3,1426,7293200,1316.5,15.900146484375,NA,"The","T",1,NA,1,"dog","o",2,NA,2,9418422,7.67,"saccade"
"6244",22377,22377,19,130,"Single_line_sentences",13,190.862731933594,981.205379962922,1745421341409.6,1,581.4,467.1,1434,7293216,1332.59985351563,16.099853515625,NA,"The","T",1,NA,1,"dog","o",2,NA,2,9418422,7.67,"pso"
"6245",22378,22378,19,130,"Single_line_sentences",13,73.523998260498,968.008203506469,1745421341425.5,1,584.9,465.6,1440,7293232,1348.5,15.900146484375,NA,NA,NA,NA,NA,NA,"dog","o",2,NA,2,NA,NA,"fixation"
"6246",22379,22379,19,130,"Single_line_sentences",13,87.6728439331054,967.775559425354,1745421341458,0.982904421016393,584.3,467,1452,7293264,1381,32.5,NA,NA,NA,NA,NA,NA,"dog","o",2,NA,2,NA,NA,"fixation"
"6247",22380,22380,19,130,"Single_line_sentences",13,59.2033767700195,970.170943737031,1745421341473.6,1,592.7,468.9,1464,7293280,1396.59985351563,15.599853515625,NA,NA,NA,NA,NA,NA,"dog","o",2,NA,2,NA,NA,"saccade"
"6248",22381,22381,19,130,"Single_line_sentences",13,93.5351943969727,966.028218269347,1745421341489.6,1,839.6,488.6,1483,7293296,1412.59985351563,16,NA,NA,NA,NA,NA,NA,"got","o",2,NA,3,NA,NA,"saccade"
"6249",22382,22382,19,130,"Single_line_sentences",13,50.5530738830566,977.356324195862,1745421341505.5,1,1073.6,493.1,1465,7293312,1428.5,15.900146484375,NA,NA,NA,NA,NA,NA,"scared.","s",1,NA,4,NA,NA,"saccade"
"6250",22383,22383,19,130,"Single_line_sentences",13,712.465581893921,972.064089775085,1745421341537.5,1,1085,492.8,1462,7293344,1460.5,32,NA,"got",NA,0,NA,3,"scared.","s",1,NA,4,590673,6.47,"fixation"
